company1,company2,company3,company4,company5,company6,namemine,town,province,latitude,longitude,open1,close1,open2,close2,open3,close3,commodityall,commodity1,commodity2,commodity3,commodity4,commodity5,commodity6,commodity7,commodity8,information,source1,source2,source3,link1,link2,link3
Vale Canada Limited,,,,,,Ellen or Helen,,Ontario,46.429667,-81.323211,1900,1996,2004,2016,,,"Copper, Nickel",Copper,Nickel,,,,,,,"""The early mine was established on Boyer Lake, named after Benjamin Boyer, at the foot of the Helen Mountain. A town was situated above the mine on a large plateau 45 metres above. Work in the early years was hard and perilous and wages were paltry. In 1900 the total wage payroll for the year was only $107,535, and this was divided between the 430 or so employees. In the end the average employee was paid $245 per annum, a low wage. In Sudbury area nickel mines an underground worker would receive a comparable wage on a monthly basis.""  from https://www.ghosttownpix.com/ontario/towns/helen.html //// debatable closure date: 1996 versus 1996 in different sources",1,0,1,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/05282.html,https://www.mindat.org/loc-253679.html,
Min-Ore Mines Ltd. ,Hollinger Consolidated Gold Mines Ltd. (Young-Davidson) ,H.G. Young Mines Ltd.,Aurico Gold Inc.,,,Young-Davidson,Matachewan,Ontario,47.948757,-80.69286,1917,1957,2010,open,,,Copper,Copper,,,,,,,,"there is no clear proof that the Young-Davidson mine was owned by min-ore but it was in Matachewan and produce gold. However, it select it because it appears for the full period in the maps. ////https://en.wikipedia.org/wiki/Young-Davidson_mine",1,0,1,https://emrlibrary.gov.yk.ca/ebooks/canadian-mineral-industry/1956.pdf,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI41P15NE00014.html,https://www.mindat.org/loc-205738.html
Richmont Mines Inc.,Osisko Exploration Ltd,Canadian Malartic,McWatters Mining Inc.,Placer Dome,Breakwater Resources Ltd.,East Amphi,,Quebec,48.16805556,-78.12722222,1941,1974,1979,2007,,,"Gold, Silver",Gold,Silver,,,,,,,Many more owners,1,0,1,https://s21.q4cdn.com/374334112/files/doc_downloads/operations/canadian_malartic/NI-43-101-Technical-Report-Canadian-Malartic-Mine.pdf,,
Falconbridge Nickel Mines Ltd. ,Xstrata Nickel Canada,,,,,Fraser,Falconbridge ,Ontario,46.66321,-81.34057,1962,1991,2007,2009,2010,open,Nickel,Nickel,,,,,,,,Uncertain production years,1,0,1,https://www.mindat.org/loc-195163.html,https://thediggings.com/mines/usgs10183203,
Western Mines Ltd. ,Boliden AB,Breakwater Resources Ltd.,Westmin Resources Ltd.,Nyrstar N.V.,Trafigura Mining Group,Myra Falls,Myra Falls ,British Columbia,49.567499,-125.605,1966,1985,2002,2015,2019,open,"Copper, Zinc, Lead, Gold, Silver, Cadmium",Copper,Zinc,Lead,Gold,Silver,Cadmium,,,,1,0,1,https://mineralsed.ca/learning-resources/bc-mineral-resources-map/bc-operating-mine-profiles/myra-falls-mine/,,
Novaco Ltd.,T. Brogan and Sons Limited,Pioneer Coal Ltd.,,,,Point Aconi,Point Aconi ,Nova Scotia,46.31833,-60.30611,1975,2013,,,,,Coal,Coal,,,,,,,,,1,0,1,https://www.mindat.org/loc-19087.html,,
Forestburg Collieries Ltd. ,Luscar Ltd.,Westmoreland Coal Company,,,,Paintearth,Forestburg ,Alberta,52.48106528,-112.219718,1978,2021,,,,,Coal,Coal,,,,,,,,,1,0,1,https://www.hannaherald.com/news/end-of-an-era-as-mine-set-to-close,,
ScoZinc Ltd. (Acadian Mining Corporation),Seabright ,Esso,Western Minin Corp.,Savage Resource Canada Ltd.,HudBay Minerals Inc.,Scotia,,Nova Scotia,45.0303,-63.34,1979,1985,2007,2009,,,"Zinc, Lead",Zinc,Lead,,,,,,,,1,0,1,https://www.edmresources.com/scotia-mine,,
Nutrien Ltd.,Potash Corp. of Saskatchewan,,,,,Piccadilly,Sussex,New Brunswick,45.7515,-65.4162,1986,2016,,,,,Salt,Salt,,,,,,,,more than 400 jobs lost,1,0,1,https://www.cbc.ca/news/canada/new-brunswick/potash-piccadilly-mine-suspended-1.3409831,,
American Barrick Resources Corp.,McDermott Gold Mines Ltd,Holloway Mining Ltd,Camflo Mines Ltd.,,,Holt-McDermott,Kirkland Lake ,Ontario,48.5101,-79.74016,1988,open,,,,,Gold,Gold,,,,,,,,,1,0,1,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI32D12SE00005.html,https://www.canadianminingjournal.com/featured-article/holt-mcdermott-and-bousquet/,
Bestwall Gypsum Co. ,Georgia Pacific Corps.,Bestwall Gypsum Division,,,,Sugar Camp,River Denys ,Nova Scotia,45.708157,-61.31702041,1992,2011,,,,,Gypsum,Gypsum,,,,,,,,"The company opened a new quarry in 1992 in Sugar Camp as the Big Brook operation wound down. It was estimated at the time that the Sugar Camp deposit contained at least 50 million tonnes of gypsum and the plan was to extract about one million tonnes per year. /// The Melford and Sugar Camp quarries were both idled in 2011, mainly due to the 2009 collapse of the United States housing market. With fewer homes being built, and less demand for wallboard, there was less demand for gypsum. source: notyourgrandfather...",1,0,1,https://novascotia.ca/natr/meb/fieldtrip/stop18.asp,https://notyourgrandfathersmining.ca/georgia-pacific-inverness-quarries,
Graybec Inc.,Graymont,Dudswell Lime and Marble Company,Dominion Lime Company,,,,St. Adolphe de Dudswell ,Quebec,45.63318,-71.59098,1824,open,,,,,Lime,Lime,,,,,,,,"""The Marbleton Plant, one of the oldest lime production facilities in North America, is equipped with modern and efficient production equipment. For limestone, the plant draws on an extensive ocean reef deposit which has been quarried since 1824."" /////////// https://www.latribune.ca/2020/07/03/un-poumon-economique-deux-fois-centenaire-a1f509650a0601c4556fd23d0cef011e",1,0,1,https://www.mindat.org/loc-231132.html,https://gq.mines.gouv.qc.ca/documents/examine/MB200018/MB200018.pdf,https://www.mindat.org/feature-6137326.html
National Gypsum (Canada) Ltd.,,,,,,,Walton ,Nova Scotia,45.23057047,-64.00633151,1810,1972,,,,,Gypsum,Gypsum,,,,,,,,"1966: Formation of Cape Breton Development Corporation to revitalize mining in the Sydney coal field, Nova Scotia. 1968: Cape Breton Development Corporation takes over operations of remaining mines in Sydney coal field, Nova Scotia.",1,0,1,https://www66.statcan.gc.ca/eng/1974/197405370525_p.%20525.pdf,,
"Dresser Industries, Inc.",,,,,,,Walton ,Nova Scotia,45.226163,-63.93497713,1828,1974,,,,,Barite,Barite,,,,,,,,"Connected to discovered in 1962 Production begins, Yava mine, Salmon River area, Cape Breton, Nova Scotia?",1,0,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10133502,https://publications.gc.ca/collections/Collection/M39-78-2001E.pdf,
Sifto Salt Ltd. ,Domtar Chemicals Ltd. ,"Dominion Salt Co. Ltd., The ",,,,Goderich,Goderich ,Ontario,43.73785,-81.70784,1866,open,,,,,Salt,Salt,,,,,,,,,1,0,1,https://www.compassminerals.com/who-we-are/locations/goderich-ontario/,https://publications.gc.ca/collections/collection_2016/statcan/26-214/CS26-214-1953-eng.pdf,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI40P12NE00005.html
Drummond Coal Ltd.,Pioneer Coal Co. Ltd,Pioneer Coal Co. Inc.,,,,Pioneer or Drummond,Westville ,Nova Scotia,45.55917,-62.71222,1868,1984,,,,,Coal,Coal,,,,,,,,"Closing of Drummond Colliery, Westville, Nova Scotia 
In 1946 Acadia Coal reopened the McBean Seam in Thorburn, where the geology was suitable for modern mining. DOSCO (the owner) touted the new McBean as the first all-mechanized mine in Canada. However, oil continued to usurp coal markets, so that the mine soon depended on production and transportation subsidies. The McBean closed on June 30, 1972.
At Westville, the small Drummond mine, now locally owned, mined coal by hand methods until a bad fire in 1984 closed this historic pit. Some of its 40 or so laid-off employees found work surface mining in Westville with Pioneer Coal.",1,0,1,https://www.mindat.org/loc-27691.html,"https://notyourgrandfathersmining.ca/drummond According to this website, the mine was mined undergrounf between 1968-1984. A surface mine operetaed in 1980s-1990s to complete extraction of the coal and reclaim the site.",https://museumofindustry.novascotia.ca/what-see-do/coal-and-grit/development-coal-mining
Red Mill Industries Ltd.,,,,,,,Red Mill ,Quebec,46.40732539,-72.46525171,1870,1970,,,,,Iron ore,Iron ore,,,,,,,,,1,0,1,https://www.v3r.net/culture/histoire-et-patrimoine/toponymie/toponyme/red-mill-sud,https://gq.mines.gouv.qc.ca/documents/examine/GM23088/GM23088.pdf,
Guelph DoLime Ltd.,,,,,,,Guelph,Ontario,43.52433315,-80.2611029,1872,2002,,,,,Dolomite,Dolomite,,,,,,,,,1,0,1,https://www.guelphhistoricalsociety.ca/archives/historic-guelph/volume-46/quarries-and-quarrymen-the-limestone-industry-in-guelph,,
Nova Construction Ltd.,,,,,,Brierly Brook,Antigonish ,Nova Scotia,45.60336,-62.07031804,1873,1979,,,,,Gypsum,Gypsum,,,,,,,,"Ghost town, many mines operated in this between 1901 and 1969 according to this source https://notyourgrandfathersmining.ca/ghost-town-broughton",1,0,0,,,
Asbestos Corporation Ltd. (Hudson Strait Asbestos Ltd.),King Brothers Co.,,,,,King,Putunig / Thetford Mines,Quebec,46.08583,-71.30111,1879,1986,,,,,Asbestos,Asbestos,,,,,,,,,1,0,1,https://www.brownlawyers.ca/canadian-asbestos-mines.html,https://www.mindat.org/loc-28538.html,
Asbestos Corp. Ltd. (LAB),LAB Chrysotile Inc.,,,,,British-Canadian,Thetford Mines ,Quebec,46.040489,-71.345136,1881,1997,,,,,Chrysotile,Chrysotile,,,,,,,,,1,0,1,https://www.mindat.org/loc-13993.html,https://www.patrimoine-culturel.gouv.qc.ca/rpcq/detail.do?methode=consulter&id=201470&type=bien,
Black Donald Graphite Ltd. ,,,,,,,,Ontario,45.22467,-76.91375,1885,1954,,,,,Graphite,Graphite,,,,,,,,"The only large-scale graphite operation in Ontario, the Black Donald Graphite Mine was in almost continuous operation from 1895 to 1954. During a period of peak production following the First World War, it was responsible for 90% of all graphite mined in Canada.",1,0,1,https://www.heritagetrust.on.ca/plaques/black-donald-graphite-mine,,
Joggins Coal Co. ,,,,,,,,Nova Scotia,45.68846058,-64.43947324,1887,1961,,,,,Coal,Coal,,,,,,,,"Re-opening of barite mine by Nystone Chemicals, Brookfield, Nova Scotia",1,0,1,https://notyourgrandfathersmining.ca/joggins-colliery,,
Copperline Mines Ltd.,Consolidated Columbia River Mines Ltd.,,,,,Ruth-Vermont,Golden,British Columbia,50.947499,-116.97916,1891,1981,,,,,"Silver, Lead, Zinc, Copper, Gold, Cadmium, Tungsten",Silver,Lead,Zinc,Copper,Gold,Cadmium,Tungsten,,,1,0,1,https://minfile.gov.bc.ca/summary.aspx?minfilno=082KNE009,https://cmscontent.nrs.gov.bc.ca/geoscience/PropertyFile/NMI/082K15_Pb1.pdf,
Carnegie Mines Ltd,,,,,,silversmith,slocan,British Columbia,49.964166,-117.22472,1893,1965,,,,,"Silver, Lead, Zinc, Cadmium, Gold, Copper",Silver,Lead,Zinc,Cadmium,Gold,Copper,,,,1,0,1,https://minfile.gov.bc.ca/summary.aspx?minfilno=082FNW053,,
Johnsby Mines Ltd. ,Western Exploration Co. Ltd. ,Loma Minerals Ltd,Silver Ridge Resources Inc.,,,Standard or Emily Edith,,British Columbia,49.956111,-117.32055,1894,1969,,,,,"Silver, Zinc, Lead, Gold, Cadmium, Copper",Silver,Zinc,Lead,Gold,Cadmium,Copper,,,,1,0,1,https://minfile.gov.bc.ca/summary.aspx?minfilno=082FNW180,https://minfile.gov.bc.ca/Summary.aspx?minfilno=082FNW180,
Saskatchewan Power Corp.,,,,,,Souris Valley,Estevan ,Saskatchewan,49.04987011,-102.8156485,1899,1983,,,,,Coal,Coal,,,,,,,,,1,0,1,https://www.gent.name/sask:coal:mines:souris,,
Consolidated Woodgreen Mines Ltd.,,,,,,Mother Lode,,British Columbia,49.111944,-118.71805,1900,1962,,,,,"Copper, Gold, Silver",Copper,Gold,Silver,,,,,,,1,0,1,https://minfile.gov.bc.ca/summary.aspx?minfilno=082ESE034,,
Warwick Pure Salt Co. Ltd.,Warwick Salt and Chemicals,Dominion Salt Co. Ltd.,,,,,Sarnia ,Ontario,42.98534,-82.40432,1903,1962,,,,,Salt,Salt,,,,,,,,,1,0,1,https://publications.gc.ca/collections/collection_2016/statcan/26-214/CS26-214-1953-eng.pdf,"https://www.sarniahistoricalsociety.com/story/from-salt-mines-to-parkland-the-story-of-centennial-park/#:~:text=The%20salt%20block%20had%20become,%E2%80%9CSifto%E2%80%9D%20division%20of%20Domtar.",https://publications.gc.ca/collections/collection_2016/statcan/26-214/CS26-214-1953-eng.pdf
Nipissing-O’Brien Mines Ltd. ,,,,,,"Agnico-Eagle, Nipissing or O'Briens",,Ontario,47.399253,-79.667933,1903,1964,,,,,"Silver, Cobalt",Silver,Cobalt,,,,,,,"The Nipissing Mine is an abandoned silver mine in Cobalt, Ontario, Canada, located on Nip Hill on the east side of Long Lake.[1]

It was developed in the subsequent Cobalt silver rush of 1903.[2] The original 843 acres of claims were purchased by Ellis P. Earle from the Ferland Syndicate. By 1907, it was the top producing mine in the area. The company completely surrounded Peterson and Carr lakes and occupied the east side of Cobalt Lake. At its peak, the mine had ten shafts working three veins, the Kendall, Meyer and Fourth of July. Additionally, it used hydraulics to strip the overburden and employed an aerial tramway. The last dividend was paid in 1921 however. The mine continued to operate during the 1920s by harvesting remnants and areas overlooked during the early boom years. With the onset of the Great Depression, the price of silver collapsed and the mine became uneconomic. Underground exploration and rock breaking had ceased by 1932 and further production was from various rock dumps. In 1952 the company merged with O'Brien Mines to become Nipissing-O'Brien Mines with minor operations through extraction of floors and pillars in the old workings. The resultant company would later merge into Agnico Mines which was a forerunner to Agnico-Eagle Mines of today",1,0,1,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI31M05NE00061.html,,
Coleman Collieries Ltd. ,International Coal and Coke Company,,,,,,Crowsnest Pass,British Columbia,49.63009712,-114.6829735,1903,1983,,,,,Coal,Coal,,,,,,,,Company towns are an essential part of Alberta’s natural resource history. Coleman is a classic example of a town built by a corporation intent on maximizing profit that grew into a community through the hard work and initiative of the town’s residents.,1,0,1,http://history.alberta.ca/energyheritage/coal/the-early-development-of-the-coal-industry-1874-1914/coal-town-formation/coleman-a-company-town.aspx#page-1,https://www.pc.gc.ca/apps/dfhd/page_nhs_eng.aspx?id=1957,
Kelowna Mines Hedley Ltd. ,,,,,,Hedley Mascot,Hedley,British Columbia,50.403055,-117.13888,1903,1949,1988,1996,,,"Gold, Silver, Lead",Gold,Silver,Lead,,,,,,,1,0,1,https://bcgoldadventures.com/historic-hedley-mine/,https://apps.gov.bc.ca/pub/bcgnws/names/13294.html,
Graybec Inc.,Graybec Calc Inc.,Canadian Gypsum,"Standard Lime, Dominion Tar and Chemicals, Domtar",,,Jolichaux Division,Joliette,Quebec,46.004861,-73.4717,1904,open,,,,,Lime,Lime,,,,,,,,,1,0,1,https://gq.mines.gouv.qc.ca/documents/examine/DV200102/DV200102.pdf,,
Manitoba and Saskatchewan Coal Co. Ltd. ,Luscar Ltd.,,,,,Bienfait,Bienfait ,Saskatchewan,49.129136,-104.8382577,1904,open,,,,,Coal,Coal,,,,,,,,"Edward Tage Mine - Estevan Coal Basin. Paleocene Ravenscrag Formation.  600,000 tonnes produced in 2011.  Surface drag-line stripping operation./// The Bienfait Mine owned by the Canadian Pacific Railway was opened for business in January 1904 per 1955 history book.",1,0,0,,,
"Gypsum, Lime and Alabastine, Canada Ltd. ",Alabastine Company of Paris,,,,,No. l (Caledonia),,Ontario,43.0825,-79.94917,1905,1953,,,,,Gypsum,Gypsum,,,,,,,,,1,0,1,https://www.mindat.org/loc-253514.html,page 90 : http://www.geologyontario.mndmf.gov.on.ca/mndmfiles/pub/data/imaging/IMR018/IMR018.pdf,
Rix-Ahabasca Uranium Mines Ltd.,Silver Century Exploration Ltd.,United Cobalt Mines Ltd.,Victoria Silver Cobalt Mines Ltd.,,,,,Ontario,47.39182,-79.65594,1906,1997,,,,,"Silver, Cobalt",Silver,Cobalt,,,,,,,,1,0,1,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI31M05NE00144.html,,
Fundy Gypsum Co. Ltd. ,,,,,,Miller Creek,Windsor ,Nova Scotia,45.013592,-64.05334408,1908,2011,,,,,Gypsum,Gypsum,,,,,,,,"""Placer gold was mined intermittently from 1895 to 1940, and in the early 1980's one mining operation was active near the mouth of Miller Creek, but there are no data on production (Cobb, 1976, p. 47, [OFR 76-633]; Wilkinson, 1984)."" From https://www.mindat.org/loc-198881.html",1,0,1,https://www.cbc.ca/news/canada/nova-scotia/strip-miner-defends-point-aconi-project-1.573939,https://www.canadianminingjournal.com/featured-article/coal-mine-fits-right-in-with-the-community/,https://notyourgrandfathersmining.ca/stellarton-surface-mine
Cobalt Lode Silver Mines Ltd. ,Agnico Eagle,,,,,,,Ontario,47.35638,-79.64512,1908,1989,,,,,Silver,Silver,,,,,,,,,1,0,1,https://www.mindat.org/loc-10140.html,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI31M05SE00023.html,
Silver Town Mines Ltd.,,,,,,,,Ontario,47.38689,-79.67262,1908,1967,,,,,Silver,Silver,,,,,,,,,1,0,1,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI31M05NE00073.html,,
Fording Coal Limited,Teck Resources Limited,Corbin Creek Resources Ltd.,Byron Creek Collieries Ltd. ,,,Coal Mountain,Sparwood,British Columbia,49.5,-114.65944,1908,2018,,,,,Coal,Coal,,,,,,,,ghost town //// also Esso Resources Canada Ltd.,1,0,1,"https://en.wikipedia.org/wiki/Corbin,_British_Columbia",,http://www.ghosttownpix.com/bc/corbin.html
Siscoe Metals of Ontario Ltd.,Miller Lake Co.,,,,,O'Brien,Gowganda ,Ontario,47.66657,-80.73897,1909,1965,,,,,Silver,Silver,,,,,,,,"There is also an O'Brien Mine in Coleman Township, near Cobalt.",1,0,1,https://www.mindat.org/loc-23120.html,,
Davidson Tisdale Mines Limited,Getty Canadian Metals,,,,,,Timmins ,Ontario,48.51486,-81.22356,1911,1988,,,,,Gold,Gold,,,,,,,,1981 Dome Mines,1,0,1,https://mininglifeonline.net/text_davidson-tisdale.html,http://s21.q4cdn.com/390685383/files/doc_presentations/2003_DT_GeostatReport.pdf,
Sociéte Miniere Gerdin Inc. ,,,,,,St-Rémi China Clay,St. Rémi Amherst,Quebec,49.08034,-66.660498,1911,open,,,,,Silica,Silica,,,,,,,,"Impressively deep but small footprint open pit mine, currently (2008) operating on small scale. Known since 1894 and operated sporadically since 1911, for the recovery of kaolinite from quartzite rock////////FR: Cette carrière, appartenant à la Société minière Gerdin inc., se situe sur le lot 12 du rang VI, canton d'Amherst. Elle est à 4,5 km au sud-est du village de Saint-Rémi d'Amherst, au sud de la route 304 menant à Saint-Sauveur. Elle fut exploitée par le passé pour la production de sable pour l'industrie du verre; les principaux exploitants furent Kaolin Silica Ltd. (1930-1940) et Canada China Clay and Silica Ltd. (1947-1948). Par la suite, la carrière a passé entre plusieurs mains et a surtout été exploitée sur une base intermittente comme source de silice pour la fabrication du ciment.",1,0,1,https://www.mindat.org/loc-188599.html,https://gq.mines.gouv.qc.ca/documents/examine/ET9904/ET9904.pdf,
Manridge Mines Ltd. ,Siscoe Metals,,,,,Mann (Manridge),Milner,Ontario,47.62111,-80.81611,1912,1988,,,,,Silver,Silver,,,,,,,,,1,0,1,https://www.mindat.org/loc-213262.html,closure date: https://www.otcmarkets.com/financialReportViewer?symbol=BSENF&id=266364,
Silmonac Mines Ltd.,Silvana Inc.,Dickenson Mines Ltd.,Kam-Kotia Burkham Joint Venture,,,Silvana,New Denver ,British Columbia,49.972499,-117.25166,1913,1993,,,,,"Silver, Lead, Zinc, Cadmium, Copper",Silver,Lead,Zinc,Cadmium,Copper,,,,Treminco Resources Ltd. also (added from maps list),1,0,1,https://minfile.gov.bc.ca/Summary.aspx?minfilno=082FNW050,,
Sifto Salt Ltd. ,Domtar Chemicals Ltd. ,Sifto Canada Inc.,Purity Flour Mills Ltd.,,,,Goderich ,Ontario,43.74515,-81.718467,1915,1981,,,,,Salt,Salt,,,,,,,,,1,0,1,https://www.draglamsalt.com/blogs/the-largest-salt-mine-in-the-world-goderich-ontario,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI40P12NE00004.html,
Windsor Plaster Co. Ltd.,"Gypsum, Lime and Alabastine Company of Toronto",,,,,,Hants County,Nova Scotia,45.08688869,-63.91264812,1915,1958,,,,,Gypsum,Gypsum,,,,,,,,"Closing of Number 26 Colliery, Glace Bay, Nova Scotia.",1,0,1,https://publications.gc.ca/collections/Collection/M39-78-2001E.pdf,,
Paymaster Consolidates Mines Ltd.,Porcupine Paymaster Ltd.,,,,,Paymaster,,Ontario,48.45789,-81.2619,1915,1965,,,,,Gold,Gold,,,,,,,,,1,0,1,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI42A06NW00002.html,,
E. Montpetit et Fils Ltd,Melocheville Mining Limited,Timinco Ltd.,,,,Chromasco Quarry,Melocheville ,Quebec,45.099606,-73.637762,1916,1991,,,,,Silica,Silica,,,,,,,,"small scale //FR: Cette carrière se situe à Melocheville près de Beauharnois, sur les lots 301 à 307 de la paroisse Saint-Clément-deBeauharnois. Plusieurs exploitants s'y sont succédés depuis 1916 pour produire de la pierre de construction et du grès à haute  teneur en silice pour l'usine de ferro-silicium de la compagnie Chromasco. Les principaux exploitants furent Euclide Montpetit de 1926 à 1946; E. Montpetit et fils liée de 1955 à 1966; la Société minière Melocheville de 1977 jusqu'au début des années 80. Depuis quelques années, la carrière est exploitée par les Carrières Richard Capuano et fils inc. pour la pierre concassée et le grès à haute teneur en silice pour les cimenteries. ",1,0,1,https://gq.mines.gouv.qc.ca/documents/examine/GM08252/GM08252.pdf,https://gq.mines.gouv.qc.ca/documents/examine/ET9904/ET9904.pdf,
Indusmin Ltd. (Quebec Silica Division),Unimin Canada,Canadian Carborundum Co. Ltd.,Canadian Silica Corp. Ltd.,,,Saint-Canut,St. Canut ,Quebec,45.71678,-74.08251,1917,open,,,,,Silica,Silica,,,,,,,,"FR: L'exploitation du grès sur cette propriété remonte à 1917. Les principaux exploitants qui s'y sont succédés sont : Cascades Silica Products de 1920 à 1924; Canadian Carborundum de 1929 à 1954, pour alimenter son usine de carbure de silicium de Shawinigan; Canadian Silica qui sera fusionné en 1965 à Industrial Minerals of Canada, lequel sera regroupé en 1968 avec Indusmin; Unimin Canada liée, l'exploitant actuel, a acquis la propriété d'Indusmin en 1990.",1,0,1,https://www.mindat.org/feature-6137559.html,,
Canadian John-Manville Co. Ltd., J.M. Asbestos Inc. ,,,,,,,Quebec,45.76972,-71.95,1918,1982,1996,2001,,,Asbestos,Asbestos,,,,,,,,big legal issue with exposure to asbestos by workforce - bankrupsy ////// https://www.patrimoine-culturel.gouv.qc.ca/rpcq/detail.do?methode=consulter&id=201471&type=bien,1,0,1,https://core.ac.uk/download/pdf/62648154.pdf,https://www.mesothelioma.com/asbestos-exposure/companies/johns-manville/,https://www.mindat.org/loc-581.html
Carey Canadian Mines Ltd.,Quebec Asbestos Corporation Limited (pre-1955),,,,,QAC (Philip Carey/Celotex) or Carey,East Broughton ,Quebec,46.256393,-71.046172,1918,1986,,,,,Chrysotile,Chrysotile,,,,,,,,"FR: HEALTH - En 1976, la commission Beaudry sur la salubrité dans les lieux de travail oblige la Carey à investir plus de 3 millions, afin de se conformer aux nouvelles normes de salubrité de l'air. Enfin, dans les années 80, en raison d'une récession économique mondiale et de la mauvaise publicité faite à l'amiante en rapport avec les dangers pour la santé, la compagnie se voit dans l'obligation de mettre à pied plusieurs travailleurs. Quelques années plus tard, la situation ne s'est guère améliorée. La mine ferme définitivement ses portes le 25 avril 1986.",1,0,1,https://www.patrimoine-culturel.gouv.qc.ca/rpcq/detail.do?methode=consulter&id=200848&type=bien,https://www.brownlawyers.ca/canadian-asbestos-mines.html,
Sherwin-Williams Co. of Canada Ltd.,,,,,,Red Mill (nine miles east of Trois Rivières),,Quebec,46.426221,-72.462985,1922,1966,,,,,Iron ore,Iron ore,,,,,,,,"Also earlier but with other companies (1870) /// FR: Le nom de « Red Mill » (moulin rouge) fut d’abord donné par la Canadian Pacific Railway Company à la gare ferroviaire qui desservait le petit hameau formé à proximité des entreprises qui exploitaient le gisement d’ocre dans le rang Saint-Malo. Puis, il fut donné au bureau de poste et, ensuite, retenu par Joseph Bradley pour désigner l’usine de fabrication de peinture dont les bâtiments étaient de couleur rouge, tout comme l’ocre, de laquelle on tirait les pigments utilisés dans la fabrication de la peinture. Un grand gisement de minerai de fer de 600 acres avait été identifié par les prospecteurs et géologues dans ce rang. Au cours des décennies 1870, 1880 et 1890, pas moins de quatre entrepreneurs et entreprises s’aventurèrent, sans trop de succès, à exploiter le gisement de Red Mill: Télesphore-Eusèbe Normand (1887), la Johnson Magnetic Iron Paint Company (1888), James Robertson (1888-1892) et la Saint-Maurice Metallic Paint Company (1891-1893). Mais, après s’être assuré les services de John Bradley, un Anglais de Derby passé maître dans l’art de préparer des pigments, le fabricant de peinture Canada Paint ouvrit une usine de traitement et de transformation à Red Mill en 1892. Durant les deux premières années de ses activités, la Canada Paint réussit à produire 31 couleurs pour l’industrie de la peinture. Jusqu’en 1911, elle produisit en moyenne 950 tonnes de minerai par année. En 1922, l’usine et la mine de Canada Paint à Red Mill furent acquises par la Sherwin-Williams Corporation of Canada Limited. Les «terres à peinture» apportèrent du pain sur la table de la plupart des familles du rang Saint-Malo. L’épuisement des gisements d’ocre, durant les années 1950, entraîna la fermeture de tous les établissements spécialisés dans la vente d’oxyde de fer. L’entreprise Sherwin-Williams de Red Mill ferma ses portes en 1966. James Bradley et ses associés formèrent aussitôt la compagnie Red Mill Industries Limitée et tentèrent de relancer l’usine en décembre de la même année. Mais l’usine ferma définitivement ses portes en 1968, après 75 ans d’activité.
",1,0,1,https://www.v3r.net/culture/histoire-et-patrimoine/toponymie/toponyme/red-mill-sud,,
Quemont Mining Corp. Ltd. ,,,,,,,Noranda ,Quebec,48.25778,-79.0177,1922,1971,,,,,"Copper, Gold, Zinc, Silver, Pyrite",Copper,Gold,Zinc,Silver,Pyrite,,,,,1,0,1,https://www.mindat.org/loc-19264.html,,
Deer Horn Mines Ltd.,,,,,,Deer Horn or Cross Lake O'Brien,Cobalt ,Ontario,47.39107,-79.64549,1923,1970,,,,,Silver,Silver,,,,,,,,,1,0,1,https://www.mindat.org/loc-10522.html,,
"Gypsum, Lime, and Alabastine, Canada, Ltd. ",Domtar,Canada Cement Lafarge Ltd.,Lafarge Canada Inc.,,,Falkland,,British Columbia,50.511111,-119.5525,1926,2011,,,,,"Gypsum, Anhydrite",Gypsum,Anhydrite,,,,,,,,1,0,1,https://digital.library.mcgill.ca/images/hrcorpreports/pdfs/6/632584.pdf,"https://digital.library.mcgill.ca/hrcorpreports/search/detail.php?company=Gypsum,%20Lime%20and%20Alabastine%20Canada%20Limited&ID=291",
Falconbridge Limited,,,,,,5s,Sudbury ,Ontario,46.58,-80.795,1928,1984,,,,,"Nickel, Copper, Platinum, Cobalt, Silver, Gold",Nickel,Copper,Platinum,Cobalt,Silver,Gold,,,"Indication of 5, 4, and 3 mines. ",1,0,1,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/MDI/data/records/MDI41I11NW00005.html,https://www.mindat.org/loc-11127.html,
Coniaurum Mines Ltd. ,,,,,,Coniaurum,,Ontario,48.4881,-81.27099,1928,1960,,,,,Gold,Gold,,,,,,,,,1,0,1,https://www.mindat.org/loc-10295.html,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI42A06NW00010.html,
