id	product_id	product	tags	triplicate_1_sample_id	triplicate_2_sample_id	lot_no	manufacturing_date	expiration_date	collected_on	collected_at	collection_notes	blinded_name	blinded_photo	shipped_on	shipped_in	shipment_type	arrived_at_lab_on	analysis_method_phthalates	analysis_method_bisphenols	DEHP_equivalents_ng_g	DEHP_ng_g	DBP_ng_g	BBP_ng_g	DINP_ng_g	DIDP_ng_g	DEP_ng_g	DMP_ng_g	DIBP_ng_g	DNHP_ng_g	DCHP_ng_g	DNOP_ng_g	BPA_ng_g	BPS_ng_g	BPF_ng_g	DEHT_ng_g	DEHA_ng_g	DINCH_ng_g	DIDA_ng_g	DEHP_equivalents_percentile_ng_g	DEHP_percentile_ng_g	DBP_percentile_ng_g	BBP_percentile_ng_g	DINP_percentile_ng_g	DIDP_percentile_ng_g	DEP_percentile_ng_g	DMP_percentile_ng_g	DIBP_percentile_ng_g	DNHP_percentile_ng_g	DCHP_percentile_ng_g	DNOP_percentile_ng_g	BPA_percentile_ng_g	BPS_percentile_ng_g	BPF_percentile_ng_g	DEHT_percentile_ng_g	DEHA_percentile_ng_g	DINCH_percentile_ng_g	DIDA_percentile_ng_g	serving_size_g	DEHP_equivalents_ng_serving	DEHP_ng_serving	DBP_ng_serving	BBP_ng_serving	DINP_ng_serving	DIDP_ng_serving	DEP_ng_serving	DMP_ng_serving	DIBP_ng_serving	DNHP_ng_serving	DCHP_ng_serving	DNOP_ng_serving	BPA_ng_serving	BPS_ng_serving	BPF_ng_serving	DEHT_ng_serving	DEHA_ng_serving	DINCH_ng_serving	DIDA_ng_serving	DEHP_equivalents_percentile_ng_serving	DEHP_percentile_ng_serving	DBP_percentile_ng_serving	BBP_percentile_ng_serving	DINP_percentile_ng_serving	DIDP_percentile_ng_serving	DEP_percentile_ng_serving	DMP_percentile_ng_serving	DIBP_percentile_ng_serving	DNHP_percentile_ng_serving	DCHP_percentile_ng_serving	DNOP_percentile_ng_serving	BPA_percentile_ng_serving	BPS_percentile_ng_serving	BPF_percentile_ng_serving	DEHT_percentile_ng_serving	DEHA_percentile_ng_serving	DINCH_percentile_ng_serving	DIDA_percentile_ng_serving	DEHP_equivalents_percent_tdi_14_kg_epa	DEHP_percent_tdi_14_kg_epa	DBP_percent_tdi_14_kg_epa	BBP_percent_tdi_14_kg_epa	DINP_percent_tdi_14_kg_epa	DIDP_percent_tdi_14_kg_epa	DEP_percent_tdi_14_kg_epa	DMP_percent_tdi_14_kg_epa	DIBP_percent_tdi_14_kg_epa	DNHP_percent_tdi_14_kg_epa	DCHP_percent_tdi_14_kg_epa	DNOP_percent_tdi_14_kg_epa	BPA_percent_tdi_14_kg_epa	BPS_percent_tdi_14_kg_epa	BPF_percent_tdi_14_kg_epa	DEHT_percent_tdi_14_kg_epa	DEHA_percent_tdi_14_kg_epa	DINCH_percent_tdi_14_kg_epa	DIDA_percent_tdi_14_kg_epa	DEHP_equivalents_percent_tdi_70_kg_epa	DEHP_percent_tdi_70_kg_epa	DBP_percent_tdi_70_kg_epa	BBP_percent_tdi_70_kg_epa	DINP_percent_tdi_70_kg_epa	DIDP_percent_tdi_70_kg_epa	DEP_percent_tdi_70_kg_epa	DMP_percent_tdi_70_kg_epa	DIBP_percent_tdi_70_kg_epa	DNHP_percent_tdi_70_kg_epa	DCHP_percent_tdi_70_kg_epa	DNOP_percent_tdi_70_kg_epa	BPA_percent_tdi_70_kg_epa	BPS_percent_tdi_70_kg_epa	BPF_percent_tdi_70_kg_epa	DEHT_percent_tdi_70_kg_epa	DEHA_percent_tdi_70_kg_epa	DINCH_percent_tdi_70_kg_epa	DIDA_percent_tdi_70_kg_epa	DEHP_equivalents_percent_tdi_14_kg_efsa	DEHP_percent_tdi_14_kg_efsa	DBP_percent_tdi_14_kg_efsa	BBP_percent_tdi_14_kg_efsa	DINP_percent_tdi_14_kg_efsa	DIDP_percent_tdi_14_kg_efsa	DEP_percent_tdi_14_kg_efsa	DMP_percent_tdi_14_kg_efsa	DIBP_percent_tdi_14_kg_efsa	DNHP_percent_tdi_14_kg_efsa	DCHP_percent_tdi_14_kg_efsa	DNOP_percent_tdi_14_kg_efsa	BPA_percent_tdi_14_kg_efsa	BPS_percent_tdi_14_kg_efsa	BPF_percent_tdi_14_kg_efsa	DEHT_percent_tdi_14_kg_efsa	DEHA_percent_tdi_14_kg_efsa	DINCH_percent_tdi_14_kg_efsa	DIDA_percent_tdi_14_kg_efsa	DEHP_equivalents_percent_tdi_70_kg_efsa	DEHP_percent_tdi_70_kg_efsa	DBP_percent_tdi_70_kg_efsa	BBP_percent_tdi_70_kg_efsa	DINP_percent_tdi_70_kg_efsa	DIDP_percent_tdi_70_kg_efsa	DEP_percent_tdi_70_kg_efsa	DMP_percent_tdi_70_kg_efsa	DIBP_percent_tdi_70_kg_efsa	DNHP_percent_tdi_70_kg_efsa	DCHP_percent_tdi_70_kg_efsa	DNOP_percent_tdi_70_kg_efsa	BPA_percent_tdi_70_kg_efsa	BPS_percent_tdi_70_kg_efsa	BPF_percent_tdi_70_kg_efsa	DEHT_percent_tdi_70_kg_efsa	DEHA_percent_tdi_70_kg_efsa	DINCH_percent_tdi_70_kg_efsa	DIDA_percent_tdi_70_kg_efsa
7172003	18	Blue Bottle Medium Roast Black Coffee from Palo Alto	coffee,beverages,palo_alto						2024-07-17	Blue Bottle Coffee, 456 University Ave, Palo Alto, CA 94301		Coffee	07172003.jpg	2024-07-22	Cleaned glass vials provided by lab	UPS Overnight	2024-07-23	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	99	19	16	<5	<1	<100	<10	<5	<10	<1	<10	<1	<1	<1	<1	27	<10	<1	<100	57	37	33	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	8	<LOQ	<LOQ	<LOQ	237	23463	4503	3792	<1185	<237	<23700	<2370	<1185	<2370	<237	<2370	<237	<237	<237	<237	6399	<2370	<237	<23700	75	64	64	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	34	<LOQ	<LOQ	<LOQ	NO RfD	1.6	0.3	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.3	0.05	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	3.4	0.6	2.7	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.05	<LOQ	<LOQ	NO TDI	0.7	0.1	0.5	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.009	<LOQ	<LOQ	NO TDI
7172301	93	Boba Guys Black Tea Pearls	tea,beverages						2024-07-17	Boba Guys, 855 El Camino Real #120, Palo Alto, CA 94301		Boba pearls	07172301.jpg	2024-07-29	Ziploc bag	UPS Overnight	2024-07-30	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	10	10	<10	<5	<1	<100	<10	6.9	<10	<1	<10	<1	30	<1	<1	<50	<10	<1	<100	1	1	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	32	<LOQ	<LOQ	<LOQ	<LOQ	100	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	152	1520	1520	<1520	<760	<152	<15200	<1520	1048.8	<1520	<152	<1520	<152	4560	<152	<152	<7600	<1520	<152	<15200	19	30	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	67	<LOQ	<LOQ	<LOQ	<LOQ	100	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO RfD	0.5	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	0.7	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.1	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	0.1	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	0.2	0.2	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	162857.1	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI	0.04	0.04	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	32571.4	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI
7172302	92	Boba Guys Black Tea Juice	tea,beverages						2024-07-17	Boba Guys, 855 El Camino Real #120, Palo Alto, CA 94301		Unsweetened black tea	07172302.jpg	2024-07-29	Cleaned glass vials provided by lab	UPS Overnight	2024-07-30	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	15	15	<10	<5	<1	<100	<10	<5	<10	<1	<10	<1	3.8	<1	<1	<50	<10	<1	<100	12	23	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	65	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	370	5550	5550	<3700	<1850	<370	<37000	<3700	<1850	<3700	<370	<3700	<370	1406	<370	<370	<18500	<3700	<370	<37000	47	72	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	82	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO RfD	2.0	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	0.2	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.4	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	0.04	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	0.8	0.8	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	50214.3	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI	0.2	0.2	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	10042.9	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI
7172303	94	Boba Guys Fruity Flavored Tea	tea,beverages						2024-07-17	Boba Guys, 855 El Camino Real #120, Palo Alto, CA 94301		Fruity tea	07172303.jpg	2024-07-29	Cleaned glass vials provided by lab	UPS Overnight	2024-07-30	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	12	12	<10	<5	<1	<100	<10	<5	<10	<1	<10	<1	5.6	<1	<1	<50	<10	<1	<100	7	10	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	75	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	370	4440	4440	<3700	<1850	<370	<37000	<3700	<1850	<3700	<370	<3700	<370	2072	<370	<370	<18500	<3700	<370	<37000	43	63	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	95	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO RfD	1.6	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	0.3	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.3	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	0.06	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	0.6	0.6	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	74000.0	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI	0.1	0.1	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	14800	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI
7172401	4	Whole Foods Sourdough Bread	bread,groceries					2024-07-21	2024-07-17	Whole Foods Market, 4800 El Camino Real, Los Altos, CA 94022		Sourdough bread	07172401.jpg	2024-07-18	Original packaging	UPS Overnight	2024-07-19	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	20	20	<10	<5	<1	<100	<10	12	<10	<1	<10	<1	<1	<1	<1	47	<10	<1	<100	21	38	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	57	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	20	<LOQ	<LOQ	<LOQ	64	1280	1280	<640	<320	<64	<6400	<640	768	<640	<64	<640	<64	<64	<64	<64	3008	<640	<64	<6400	16	25	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	60	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	16	<LOQ	<LOQ	<LOQ	NO RfD	0.5	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.09	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	0.2	0.2	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.02	<LOQ	<LOQ	NO TDI	0.04	0.04	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.004	<LOQ	<LOQ	NO TDI
7180501	68	Whole Foods Organic Long Grain White Rice	dry_goods,groceries,organic					2025-02-19	2024-07-18	Whole Foods Market, 4800 El Camino Real, Los Altos, CA 94022		White rice		2024-07-18	Original packaging	UPS Overnight	2024-07-19	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	13	13	<10	<5	<1	<100	<10	14	10	<1	<10	<1	<1	<1	<1	54	<10	<1	<100	8	14	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	66	2	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	24	<LOQ	<LOQ	<LOQ	45	585	585	<450	<225	<45	<4500	<450	630	450	<45	<450	<45	<45	<45	<45	2430	<450	<45	<4500	7	10	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	53	48	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	12	<LOQ	<LOQ	<LOQ	NO RfD	0.2	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.04	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	0.08	0.08	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.02	<LOQ	<LOQ	NO TDI	0.02	0.02	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.003	<LOQ	<LOQ	NO TDI
7180801	139	Annie's Organic Classic Cheddar Mac and Cheese	prepared_meals,groceries,microwaved,organic			YN 01:14 02		2025-09-19	2024-07-17	Whole Foods Market, 4800 El Camino Real, Los Altos, CA 94022		Pasta		2024-07-18	Original packaging	UPS Overnight	2024-07-19	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	72	17	11	<5	<1	<100	<10	<5	<10	<1	<10	<1	14	<1	<1	41	11	<1	<100	42	31	5	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	90	<LOQ	<LOQ	16	10	<LOQ	<LOQ	71	5112	1207	781	<355	<71	<7100	<710	<355	<710	<71	<710	<71	994	<71	<71	2911	781	<71	<7100	45	23	27	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	75	<LOQ	<LOQ	15	24	<LOQ	<LOQ	NO RfD	0.4	0.06	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	0.1	NO RfD	NO RfD	NO RfD	0.009	NO RfD	NO RfD	NO RfD	0.09	0.01	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	0.03	NO RfD	NO RfD	NO RfD	0.002	NO RfD	NO RfD	0.7	0.2	0.6	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	35500.0	NO TDI	NO TDI	0.02	0.02	<LOQ	NO TDI	0.1	0.03	0.1	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	7100	NO TDI	NO TDI	0.004	0.004	<LOQ	NO TDI
7181201	29	Raw Cow Milk from Farm in Glass	dairy,cow_milk,cow_milk_from_farm,farm,glass,milk,raw_cow_milk						2024-07-18	Milk farm near the Bay Area	Grade A, unpasteurized, non-homogenized milk	Non-pasteurized milk		2024-07-18	Original packaging	UPS Overnight	2024-07-19	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	13	13	<10	<10	<1	<100	<10	<5	<10	<1	<10	<1	<1	<1	<1	33	<10	<1	<100	8	14	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	13	<LOQ	<LOQ	<LOQ	240	3120	3120	<2400	<2400	<240	<24000	<2400	<1200	<2400	<240	<2400	<240	<240	<240	<240	7920	<2400	<240	<24000	35	50	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	39	<LOQ	<LOQ	<LOQ	NO RfD	1.1	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.2	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	0.4	0.4	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.06	<LOQ	<LOQ	NO TDI	0.09	0.09	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.01	<LOQ	<LOQ	NO TDI
7181202	27	Clover Organic Whole Milk in Half Gallon Carton	dairy,carton,cow_milk,cow_milk_from_store,milk,organic,whole_milk			06-691		2024-08-26	2024-08-12	Whole Foods Market, 774 Emerson St, Palo Alto, CA 94301		Pasteurized milk		2024-08-14	Original packaging	UPS Overnight	2024-08-15	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	<LOQ	<10	<10	<5	<1	<100	<10	<5	<10	<1	<10	<1	<1	<1	<1	<50	<10	<1	<100	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	240	<LOQ	<2400	<2400	<1200	<240	<24000	<2400	<1200	<2400	<240	<2400	<240	<240	<240	<240	<12000	<2400	<240	<24000	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO RfD	<LOQ	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI
7181501	64	Whole Foods Boneless Beef Ribeye Steak Pasture Raised	meat,beef,beef_from_store,groceries						2024-07-18	Whole Foods Market, 4800 El Camino Real, Los Altos, CA 94022		Beef ribeye		2024-07-18	Original packaging inside Ziploc bag	UPS Overnight	2024-07-19	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	75	15	12	<5	<1	<100	<10	<5	11	<1	<10	<1	<1	1.5	<1	280	31	<1	<100	42	23	12	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	15	<LOQ	<LOQ	<LOQ	<LOQ	15	<LOQ	74	73	<LOQ	<LOQ	85	6375	1275	1020	<425	<85	<8500	<850	<425	935	<85	<850	<85	<85	127.5	<85	23800	2635	<85	<8500	51	25	32	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	56	<LOQ	<LOQ	<LOQ	<LOQ	15	<LOQ	72	49	<LOQ	<LOQ	NO RfD	0.5	0.07	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.03	NO RfD	NO RfD	NO RfD	0.09	0.01	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.006	NO RfD	NO RfD	0.9	0.2	0.7	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.2	0.06	<LOQ	NO TDI	0.2	0.04	0.1	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.03	0.01	<LOQ	NO TDI
7181502	135	Whole Foods Organic Boneless Beef Ribeye Steak Grass Fed	meat,beef,beef_from_store,groceries,organic						2024-07-18	Whole Foods Market, 4800 El Camino Real, Los Altos, CA 94022		Beef ribeye		2024-07-18	Original packaging inside Ziploc bag	UPS Overnight	2024-07-19	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	78	23	11	<5	<1	<100	<10	7.6	<10	<1	<10	<1	<1	<1	<1	1150	<10	<1	<100	44	47	5	<LOQ	<LOQ	<LOQ	<LOQ	38	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	84	<LOQ	<LOQ	<LOQ	85	6630	1955	935	<425	<85	<8500	<850	646	<850	<85	<850	<85	<85	<85	<85	97750	<850	<85	<8500	51	37	32	<LOQ	<LOQ	<LOQ	<LOQ	55	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	87	<LOQ	<LOQ	<LOQ	NO RfD	0.7	0.07	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.1	0.01	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	0.9	0.3	0.7	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.7	<LOQ	<LOQ	NO TDI	0.2	0.06	0.1	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.1	<LOQ	<LOQ	NO TDI
7181601	81	Driscoll's Non-Organic Strawberries	produce,fruits,groceries,organic						2024-07-17	Whole Foods Market, 4800 El Camino Real, Los Altos, CA 94022		Strawberry		2024-07-18	Original packaging inside Ziploc bag	UPS Overnight	2024-07-19	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	<LOQ	<10	<10	<5	<1	<100	<10	6.7	<10	<1	<10	<1	<1	<1	<1	43	<10	<1	<100	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	30	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	17	<LOQ	<LOQ	<LOQ	140	<LOQ	<1400	<1400	<700	<140	<14000	<1400	938	<1400	<140	<1400	<140	<140	<140	<140	6020	<1400	<140	<14000	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	64	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	33	<LOQ	<LOQ	<LOQ	NO RfD	<LOQ	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.04	<LOQ	<LOQ	NO TDI	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.009	<LOQ	<LOQ	NO TDI
